client_hash_id,content_hash_id,impressions_mar,clicks_mar,ctr_mar,avg_position_mar,content_age_days,word_count,baseline_score,model_prob,final_score,reason_code,action_label,is_declining_next_month
client_000000e11e,content_0000000c43a3,378198,12722,3.3638464508009034,4.81380827447056,282,1418,65051.68078223924,0.47502213645704605,0.6325154955199321,STALE_VISIBLE_PAGE,refresh_candidate,0
client_0000013a2e,content_00000009709b,632,1,0.15822784810126583,24.473460235010297,866,2374,24.810135496684104,0.8475551261337444,0.5934030056393299,STALE_VISIBLE_PAGE,refresh_candidate,1
client_00000122fe,content_0000000ae148,349,0,0.0,24.023044561525456,436,4574,13.947143767493824,0.8360440812795004,0.585295177188069,OTHER,refresh_candidate,0
client_000000be10,content_000000098e6c,835,0,0.0,22.53557837049081,671,2853,35.47820184639834,0.8320973007815319,0.5826317260052116,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000000b24,content_00000006514f,190,1,0.5263157894736842,23.693879767289033,649,2512,7.69421418547948,0.8320582927809774,0.5824762884918884,OTHER,refresh_candidate,0
client_000000f7fb,content_00000008f5e0,304,1,0.32894736842105265,23.021444233223196,395,2323,12.65535898043751,0.8311747235194532,0.5818806694090243,OTHER,refresh_candidate,1
client_0000011e46,content_0000000663e9,264,0,0.0,26.73226372691878,431,2060,9.519597916694554,0.8304995515293546,0.5813935877705606,OTHER,refresh_candidate,1
client_00000100bf,content_000000052ab6,518,0,0.0,12.02936795311333,818,2293,39.75634135623788,0.8301240648433709,0.5812701904210099,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001481c,content_00000004f2bf,703,0,0.0,25.793736564768928,484,3029,26.237475251002294,0.8301015077265158,0.5811920552425492,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000005b52,content_00000002c038,296,0,0.0,23.682091907612435,401,1350,11.99250051851188,0.830013081990274,0.5810644634223718,OTHER,refresh_candidate,1
client_000001191c,content_00000002f188,244,1,0.4098360655737705,11.07484923845467,899,1211,20.207291634162626,0.8293899675715821,0.5806661676284334,OTHER,refresh_candidate,1
client_00000169dc,content_0000000835e9,249,0,0.0,22.717765187462454,424,2998,10.498459615901119,0.8286764611636244,0.580121938748559,OTHER,refresh_candidate,1
client_0000009485,content_00000003e639,600,1,0.16666666666666666,13.868456934228,638,1850,40.35388491584269,0.8270050895121847,0.579089663391503,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000009adb,content_0000000ef492,282,1,0.3546099290780142,12.207037063567437,724,1486,21.35225324519739,0.8269794158573457,0.5789840616684121,OTHER,refresh_candidate,1
client_0000017450,content_0000000769a8,348,1,0.28735632183908044,26.667741111096518,625,837,12.57782478889937,0.8267345960346663,0.5787722226038552,OTHER,refresh_candidate,1
client_0000000365,content_00000004e7ef,254,0,0.0,29.596624201670597,469,1861,8.3015694256274,0.8254022680566933,0.5778198721359157,OTHER,refresh_candidate,0
client_00000122e4,content_000000091c25,767,1,0.1303780964797914,26.742596301864808,420,2222,27.64701586161363,0.8250009827941456,0.5776281881935398,STALE_VISIBLE_PAGE,refresh_candidate,1
client_0000000914,content_000000045b4a,236,0,0.0,26.295295650745395,438,1985,8.646178558375688,0.8246624499671052,0.5773035887133063,OTHER,refresh_candidate,1
client_00000057f3,content_000000073b1f,192,5,2.6041666666666665,25.30675752541025,856,1614,7.298504949328824,0.8231397667459703,0.57623149536802,OTHER,refresh_candidate,1
client_0000007743,content_00000009b3ca,220,1,0.45454545454545453,22.020860382352993,410,3294,9.556549857217522,0.8216826906951269,0.5752219555985264,OTHER,refresh_candidate,1
client_0000000350,content_00000004ca43,437,1,0.2288329519450801,29.662216658581187,543,4802,14.252068102770396,0.8214254671021883,0.5750635534889625,OTHER,refresh_candidate,1
client_000000fc6b,content_0000000282ae,180,1,0.5555555555555556,24.359888925896115,429,2197,7.0978228858169,0.8214333982771503,0.5750361119507836,OTHER,refresh_candidate,1
client_000000baee,content_00000003f67b,410,1,0.24390243902439024,11.217174428789294,542,3536,33.55931458536362,0.8212261620501551,0.5750130795265384,OTHER,refresh_candidate,1
client_000000250b,content_000000039455,868,2,0.2304147465437788,35.29513640873327,653,2797,23.91504994567656,0.8198589216719714,0.5740115346340406,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000001203a,content_000000038a14,699,0,0.0,21.264097484825516,544,1846,31.39583809657749,0.819574749040122,0.5738471130762886,STALE_VISIBLE_PAGE,refresh_candidate,1
client_000000cb6a,content_00000006d9e0,4367,23,0.5266773528738264,33.70588431743758,559,3617,125.82880643689145,0.8187917166659221,0.5737344886237942,STALE_VISIBLE_PAGE,refresh_candidate,0
client_0000004640,content_0000000e6c0c,114,0,0.0,32.45505911819207,493,3322,3.4075563757712657,0.8194424359780127,0.5736254198733062,OTHER,refresh_candidate,1
client_000000f178,content_000000082808,347,1,0.2881844380403458,11.86292506200363,929,2669,26.97675671181657,0.8186971140855646,0.5732123890514215,OTHER,refresh_candidate,1
client_0000009760,content_0000000490ab,396,0,0.0,11.781937824699996,867,648,30.981217827140735,0.8185108749019638,0.5731004890678639,OTHER,refresh_candidate,1
client_000000dd9e,content_000000011752,485,1,0.20618556701030927,10.980626810975005,607,2956,40.482022155611226,0.818149796374403,0.5728915491278569,OTHER,refresh_candidate,1
client_000000ae9e,content_00000002fbae,106,0,0.0,26.161676737867484,538,2473,3.9025573061260967,0.8173698193947755,0.5721768710696858,OTHER,refresh_candidate,1
client_000000eed7,content_0000000b91b2,232,1,0.43103448275862066,24.553649740140756,335,2664,9.078937934864333,0.8173190877861002,0.5721652309507612,OTHER,refresh_candidate,0
client_00000152bf,content_00000003590c,202,1,0.49504950495049505,18.992033007697003,1152,1544,10.1040249344441,0.8172590375878902,0.5721279232240684,OTHER,refresh_candidate,1
client_0000007113,content_000000084d96,270,1,0.37037037037037035,11.969375697948879,826,2200,20.81827269779075,0.8170509380379619,0.5720316646272005,OTHER,refresh_candidate,1
client_0000003136,content_0000000025ae,130,1,0.7692307692307693,11.655089191277256,695,569,10.272547118008841,0.8167178730640428,0.5717498852341438,OTHER,refresh_candidate,1
client_00000058d0,content_000000017106,279,1,0.35842293906810035,28.507923654527517,814,1030,9.455087496716901,0.8165201358206745,0.5716076992706267,OTHER,refresh_candidate,1
client_0000016208,content_00000008dff1,183,0,0.0,32.10115455189246,370,4524,5.528508067992375,0.8165401602174591,0.5716036080717802,OTHER,refresh_candidate,0
